evidence_id,legacy_section,legacy_2v_entry_or_range,source_repository,source_commit,record_path,record_type,materiality,what_it_establishes,what_it_does_not_establish,current_validity,superseded_by,durable_control,one_time_procedure,classification,consolidation_target,future_phase,curated_2v_reference,retention_rationale,owner_disposition
MIG-06-G,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/artifacts.py;src/train.py;src/predict.py,MODULAR_MODEL_LIFECYCLE_IMPLEMENTATION,CRITICAL,"Establishes artifact conventions, training orchestration, evaluation output, model ranking, artifact loading, and latest-prediction design.","Does not establish qualified training, valid selection, immutable artifact provenance, feature parity, or deployment readiness.",MIXED_REUSABLE_ARCHITECTURE_AND_SUPERSEDED_LOGIC,Future canonical C4 and C8 implementations.,Separate reusable lifecycle interfaces from superseded ranking and mutable latest conventions.,"Historical best-Sharpe ranking, local artifacts, and mutable latest outputs.",SUMMARIZE_AND_REFERENCE,C1_REPORT/MODULAR_MODEL_LIFECYCLE_FINDINGS,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Mixed architecture and superseded logic require selective reimplementation.,PENDING
MIG-06-H,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/feature_manifest.py;src/training_splits.py;src/vecnormalize_utils.py,POST_MIGRATION_LEAKAGE_AND_CONTRACT_HARDENING,CRITICAL,"Implements forbidden-feature rules, chronological train/embargo/eval boundaries, and train-only normalization-stat copying.","Does not establish correct propagation by every caller, frozen dataset identity, or complete parity.",VALID_DURABLE_HARDENING_INPUT_REQUIRING_INTEGRATION_TESTS,Future canonical C4 and C8 hardening.,"Require safe-feature manifests, enforced embargo, and locked evaluation normalization.",Historical integration and caller propagation assumptions.,CARRY_FORWARD,C1_REPORT/MODULAR_HARDENING_CONTROLS,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Material hardening source whose caller behavior still requires verification.,PENDING
MIG-06-I,Modular VS Code migration,DIRECT_2v.20;CONTEXTUAL_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,pytest.ini;tests/test_cli_utils.py;tests/test_paper_trading_artifact_manifest.py;.github/workflows/tests.yml;docs/runs/2026-05-13_reproducibility_cli_improvements.md;docs/runs/v3.08_mocked_unit_contract_testing.md,TEST_CI_AND_REPRODUCIBILITY_EVIDENCE,HIGH,"Establishes test discovery, lightweight CI, mocked contract testing, CLI controls, run-directory controls, and selected manifest validation.","Does not establish full notebook parity, complete dependency reconstruction, all-platform compatibility, or full-suite offline isolation.",RETAINABLE_TESTING_ARCHITECTURE_WITH_COVERAGE_GAPS,Future canonical C3 environment and CI contract.,"CI must install the same locked environment and include parity, contract, and side-effect tests.",Historical absolute local virtual-environment path.,CARRY_FORWARD,C1_REPORT/MODULAR_TEST_AND_CI_ASSESSMENT,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION,DIRECT_FUNCTIONAL_MAPPING:2v.20;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.10,Material reproducibility evidence requiring canonical environment alignment.,PENDING
MIG-06-J,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/adapters/quantconnect.py;src/adapters/alpaca.py,MODULAR_EXECUTION_ADAPTER_BOUNDARIES,HIGH,Separates signal export and broker utility behavior from core PPO training.,"Does not establish current provider compatibility, broker safety, authenticated access authorization, paper readiness, or live readiness.",RETAINABLE_ARCHITECTURE_INPUT_REQUIRING_HARDENING,Future C4 adapter implementation and separately gated operational phases.,Keep provider and broker adapters behind explicit interfaces with no import-time clients or network activity.,Gist publishing and historical paper smoke-test commands.,CARRY_FORWARD,C1_REPORT/MODULAR_ADAPTER_BOUNDARIES,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Useful responsibility boundaries without operational acceptance.,PENDING
AUD-07-A,Legacy artifact inventory and model-quality audit,CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.60_legacy_ppo_baseline_reclassification_no_submit_observation_closeout.md,LEGACY_BASELINE_RECLASSIFICATION,CRITICAL,Reclassifies the baseline as an infrastructure fixture and records that recurrence did not establish stability or trading edge.,"Does not establish artifact completeness, model quality, immutable provenance, or current canonical status.",VALID_HISTORICAL_CLASSIFICATION_INPUT,docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,Separate infrastructure operability from trading-edge claims.,Historical v1.47 through v1.59 no-submit observation chain.,SUMMARIZE_AND_REFERENCE,C1_REPORT/LEGACY_ARTIFACT_AUDIT_CHRONOLOGY,C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Necessary chronology and negative-result context without full migration.,PENDING
AUD-07-B,Legacy artifact inventory and model-quality audit,CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.61_ppo_baseline_model_quality_audit_scope.md,MODEL_QUALITY_AUDIT_SCOPE,CRITICAL,"Defines pre-inventory audit questions, required fields, report fields, decision categories, and initial promotion guardrails.","Does not establish a completed audit, frozen acceptance standard, artifact provenance, or model qualification.",VALID_DESIGN_INPUT_WITH_LATER_STANDARD_SUPERSESSION,docs/standards/v1.64_ppo_promotion_standard_acceptance_criteria.md,"Define audit population, evidence, metrics, exclusions, and terminal outcomes before interpretation.",Historical v1.61 audit-scope procedure.,CARRY_FORWARD,C1_REPORT/LEGACY_MODEL_QUALITY_AUDIT_SCOPE,C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Reusable audit design input superseded by the later standard where different.,PENDING
AUD-07-C,Legacy artifact inventory and model-quality audit,DIRECT_2v.80;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.62_ppo_baseline_artifact_inventory.md;docs/audits/v1.62_ppo_baseline_artifact_inventory.csv;docs/audits/v1.62_ppo_baseline_artifact_inventory_summary.md,LOCAL_ARTIFACT_INVENTORY_PACKAGE,CRITICAL,"Commits a 120-row local existence inventory, 18 five-file complete sets, 102 incomplete rows, and six-symbol coverage.","Does not establish Git provenance of artifact bytes, checksums, duplicate reconciliation, temporal validity, or trading edge.",VALID_COMMITTED_INVENTORY_WITH_PROVENANCE_LIMITS,v1.63 audit for model-quality interpretation.,"Separate artifact completeness, immutable provenance, and economic qualification.",Historical local filesystem inventory.,SUMMARIZE_AND_REFERENCE,C1_REPORT/LEGACY_ARTIFACT_INVENTORY_AND_PROVENANCE,C8_PPO_V2_IMPLEMENTATION_READINESS,DIRECT_FUNCTIONAL_MAPPING:2v.80;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Material inventory package whose local-byte provenance remains unresolved.,PENDING
AUD-07-D,Legacy artifact inventory and model-quality audit,CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.63_ppo_baseline_model_quality_audit_report.md;docs/audits/v1.63_ppo_baseline_model_quality_audit_report.csv;docs/audits/v1.63_ppo_baseline_model_quality_audit_summary.md,LEGACY_MODEL_QUALITY_AUDIT_PACKAGE,CRITICAL,"Establishes the 18-row denominator, mixed benchmarks, negative median benchmark-relative result, instability, infrastructure pass, trading-edge failure, and controlled-submit rejection.","Does not establish quality of excluded rows, proper out-of-sample validity, verified costs, turnover, evaluation dates, or immutable metric provenance.",VALID_SUPERSEDING_HISTORICAL_AUDIT,Future canonical qualification package under frozen criteria.,Identify the quality denominator and distinguish unavailable rows from quality failures.,Local model_info-derived metrics and manual no-submit narrative linkage.,CARRY_FORWARD,C1_REPORT/LEGACY_MODEL_QUALITY_AUDIT,C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Final historical quality evidence and negative result relevant to future qualification.,PENDING
AUD-07-E,Legacy artifact inventory and model-quality audit,CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.64_ppo_promotion_standard_acceptance_criteria.md;docs/standards/v1.64_ppo_promotion_standard_acceptance_criteria.md,HISTORICAL_MODEL_PROMOTION_STANDARD,CRITICAL,"Defines a benchmark-aware, artifact-aware, stability-aware promotion framework and explicit rejection criteria.","Does not establish a pre-registered v1.63 standard, shared-final-holdout governance, candidate freeze, or current canonical rules.",VALID_HISTORICAL_STANDARD_REQUIRING_CANONICAL_RECONCILIATION,Future canonical C9 and C12 qualification and promotion contracts.,"Freeze acceptance criteria before evaluation and require benchmark-relative, cost-aware, stable evidence.",Legacy five-level naming and paper-transition milestone structure.,CARRY_FORWARD,C1_REPORT/MODEL_QUALIFICATION_AND_PROMOTION_CONTROLS,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Strong conservative promotion control requiring shared-holdout adaptation.,PENDING
AUD-07-F,Legacy artifact inventory and model-quality audit,DIRECT_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.65_legacy_ppo_final_audit_decision.md;docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,TERMINAL_LEGACY_MODEL_DISPOSITION,CRITICAL,"Establishes infrastructure-fixture-only status, offline-quality failure, trading-edge failure, controlled-submit rejection, hybrid blocking, and rejection of legacy retraining.","Does not establish current canonical authorization, current eligibility, or permission to execute historical PPO v2 design.",VALID_TERMINAL_HISTORICAL_DISPOSITION,Canonical PROJECT_CONTEXT.md for current state and authorization.,Every historical audit must end with an explicit terminal disposition and boundary.,Historical v1.66 design-only transition.,CARRY_FORWARD,C1_REPORT/TERMINAL_LEGACY_MODEL_DISPOSITIONS,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.80;2v.90,Final negative-result evidence required for accurate publication.,PENDING
HOLD-08-A,Final holdout and candidate selection,CONTEXTUAL_2v.80;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_ppo_retraining_configuration.md;docs/runs/v1.8.4_alpaca_ppo_retrain_smoke_test.md,HISTORICAL_RETRAINING_AND_CANDIDATE_POOL_EVIDENCE,HIGH,"Records six-symbol retraining design, configuration, one smoke-training run with 120 windows, and top-three-per-symbol pool intent.","Does not establish candidate freeze, economic qualification, or an untouched final evaluation.",VALID_HISTORICAL_POOL_FORMATION_EVIDENCE,Future C9 qualification and freeze process.,"Separate training output, qualification, candidate freeze, and final holdout.",Historical top-three-per-symbol candidate-pool formation.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_CANDIDATE_POOL_FORMATION,C9_PPO_V2_TRAINING_VALIDATION_QUALIFICATION_AND_FREEZE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80,Provides pool antecedent without assigning retraining ownership to item 8.,PENDING
HOLD-08-B,Final holdout and candidate selection,DIRECT_2v.10_2v.20;CONTEXTUAL_2v.80;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,238d39154e9a397c09a29c7b8d14766175fad9f7,docs/workflows/alpaca_ppo_final_holdout_validation.md;src/alpaca_ppo_holdout_validation.py;tests/test_alpaca_ppo_holdout_validation.py,HISTORICAL_HOLDOUT_DESIGN_IMPLEMENTATION_AND_TEST_PACKAGE,CRITICAL,"Implements later-than-global-EvalEnd slicing, candidate derivation, model and VecNormalize loading, permissive pass/fail logic, result contracts, and offline synthetic tests.","Does not establish candidate freeze, one-time access, immutable data/artifact identity, unbiased selection, or current C12 compliance.",VALID_HISTORICAL_IMPLEMENTATION_WITH_SUPERSEDED_GOVERNANCE,Future shared final-holdout implementation and access ledger.,Keep final holdout inaccessible until all candidate families are frozen.,Historical standalone-PPO holdout evaluator and synthetic tests.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_HOLDOUT_IMPLEMENTATION,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80,Important implementation evidence whose sequencing is superseded.,PENDING
HOLD-08-C,Final holdout and candidate selection,DIRECT_2v.80;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.8.5_final_holdout_validation.md,HISTORICAL_HOLDOUT_EXECUTION_NARRATIVE,CRITICAL,"Records 18 candidates evaluated after global EvalEnd, all passing permissive thresholds, negative Sharpe allowed, and best holdout candidate identified.","Does not establish referenced result bytes, exact data and artifacts, one-time access, absence of reruns, immutable thresholds, economic qualification, or unbiased winner performance.",VALID_COMMITTED_NARRATIVE_RESULT_WITH_UNCOMMITTED_RESULT_PACKAGE,Later v1.65 terminal decision and future C12 evidence.,"Commit checksummed machine-readable results and separate technical pass, economic qualification, selection, and final evaluation.",Historical permissive thresholds and manual best-candidate interpretation.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_HOLDOUT_RESULT,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.80,Necessary negative-result and methodological evidence.,PENDING
HOLD-08-D,Final holdout and candidate selection,DIRECT_2v.10_2v.20_2v.80;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_ppo_candidate_selection_redeployment.md;src/model_selection/select_alpaca_ppo_candidates.py;tests/test_select_alpaca_ppo_candidates.py,HISTORICAL_HOLDOUT_BASED_SELECTOR_AND_OFFLINE_TESTS,CRITICAL,"Implements deterministic eligibility filtering, promotion scoring, one-per-symbol ranking, artifact checks, manifest construction, and offline synthetic tests.","Does not establish unbiased final evaluation because the same holdout filtered, ranked, and selected candidates.",OBSOLETE_RELATIVE_TO_SHARED_FINAL_HOLDOUT_SEQUENCE,Future C9 pre-final qualification and C12 frozen promotion process.,Do not use the shared final holdout for filtering or ranking.,Historical holdout-based selector.,OBSOLETE_OR_SUPERSEDED,C1_REPORT/HISTORICAL_SELECTION_BIAS_AND_REDESIGN,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20;2v.80,Preserves selector logic and the core selection-bias lesson.,PENDING
HOLD-08-E,Final holdout and candidate selection,DIRECT_2v.80;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.9_alpaca_ppo_candidate_selection.md,HISTORICAL_ONE_PER_SYMBOL_SELECTION_RESULT,CRITICAL,Records one selected candidate per symbol from the 18-candidate pool and the historical selection result.,"Does not establish a separate post-selection untouched evaluation, economic qualification, or current eligibility.",VALID_HISTORICAL_SELECTION_RECORD_SUPERSEDED_BY_TERMINAL_AUDIT,docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,Retain exact selection outcomes while preserving later terminal rejection.,Historical one-per-symbol selection.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_CANDIDATE_SELECTION_RESULT,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.80,Material selected-candidate record that was later superseded.,PENDING
HOLD-08-F,Final holdout and candidate selection,DIRECT_2v.80;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,config/paper_trading_six_ticker_manifest.json,HISTORICAL_SELECTION_AND_HANDOFF_MANIFEST,HIGH,"Commits six-symbol prefix mapping, candidate counts, selection method, holdout-start assertion, and no-submit paper defaults.","Does not establish immutable artifact bytes, unbiased selection, paper authority, or economic qualification.",VALID_HISTORICAL_HANDOFF_MANIFEST_WITH_PROVENANCE_LIMITS,v1.65 decision and future canonical manifests.,"Selection manifests require immutable candidate, artifact, data, and decision identity.",Historical selected-model handoff configuration.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_SELECTION_HANDOFF,C12_ELIGIBLE_CANDIDATE_FREEZE_SHARED_FINAL_HOLDOUT_AND_PROMOTION_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.80;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Preserves the committed handoff identity without treating defaults as authorization.,PENDING
HOLD-08-G,Final holdout and candidate selection,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.9_alpaca_ppo_no_submit_redeployment_dry_run.md,HISTORICAL_SELECTED_MANIFEST_NO_SUBMIT_HANDOFF,HIGH,"Records six successful broker-connected predictions, reviewed execution plan, passing risk and checklist summaries, and zero orders.","Does not establish paper-submit authorization, economic qualification, or immutable generated evidence bytes.",VALID_HISTORICAL_SELECTION_EFFECT_EVIDENCE_ONLY,Later paper records and v1.65 terminal decision.,A selection handoff must remain no-submit until separately authorized.,Historical selected-manifest no-submit run.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_SELECTED_CANDIDATE_HANDOFF,C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.90,Shows downstream use without converting selection into promotion.,PENDING
HOLD-08-H,Final holdout and candidate selection,DIRECT_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,TERMINAL_SUPERSEDING_MODEL_DISPOSITION,CRITICAL,"Establishes infrastructure-fixture-only status, offline-quality and trading-edge failure, controlled-submit rejection, paper/live prohibition, and hybrid blocking.",Does not establish current authorization or permission to execute any historical model.,VALID_TERMINAL_HISTORICAL_DISPOSITION,Canonical PROJECT_CONTEXT.md for current authorization and state.,Every selection chain must end with an explicit terminal disposition capable of rejecting all candidates.,Historical legacy-PPO and hybrid disposition.,CARRY_FORWARD,C1_REPORT/TERMINAL_HISTORICAL_MODEL_DISPOSITIONS,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.80;2v.90,Essential supersession evidence preventing historical selection from becoming current eligibility.,PENDING
E9-01,Paper-trading and execution safety,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/paper_trading_session_policy.md;docs/runs/v1.60_legacy_ppo_baseline_reclassification_no_submit_observation_closeout.md;docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,TERMINAL_POLICY_AND_DECISION_CHAIN,CRITICAL,"Establishes the final historical no-submit posture, infrastructure-fixture classification, and rejection of controlled paper and live use.",Does not establish current canonical authorization or candidate eligibility.,VALID_TERMINAL_HISTORICAL_POLICY_AND_DISPOSITION,Canonical C14 entry governance for future paper activity.,"Paper activity requires separate authorization, a qualified frozen candidate, and explicit terminal disposition.",Historical no-submit reclassification and closure.,CARRY_FORWARD,C1_REPORT/PAPER_POLICY_AND_TERMINAL_DISPOSITION,C14_CONTROLLED_PAPER_TRADING;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.90,Durable policy boundary and negative terminal outcome.,PENDING
E9-02,Paper-trading and execution safety,DIRECT_2v.10_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/paper_trading/execution.py;src/paper_trading/build_execution_plan.py;src/paper_trading/risk_controls.py;src/paper_trading/paper_trade_loop.py;src/paper_trading/pre_trade_checklist.py;src/paper_trading/filter_execution_plan.py;src/paper_trading/logging_utils.py;tests/test_paper_trade_loop.py;tests/test_paper_trading_risk_controls.py;tests/test_paper_trading_pre_trade_checklist.py;tests/test_filter_execution_plan.py,SOURCE_AND_OFFLINE_TEST_EVIDENCE,CRITICAL,"Implements no-submit defaults, intent and plan construction, risk checks, filtering, logging schemas, and tested guard behavior.","Does not establish production safety, fail-closed broker handling, idempotency, complete order lifecycle, or migration readiness as-is.",RETAINABLE_EXECUTION_SAFETY_DESIGN_REQUIRING_REIMPLEMENTATION,Future canonical C4 execution architecture.,"Keep execution planning deterministic, broker-neutral, no-submit by default, and independently tested.",Historical local mutable plans and CLI operation.,CARRY_FORWARD,C1_REPORT/CANONICAL_EXECUTION_SAFETY_DESIGN_REQUIREMENTS,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Principal source and contract-test evidence for future redesign.,PENDING
E9-03,Paper-trading and execution safety,DIRECT_2v.10_2v.20;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.18_stale_plan_prevention_max_plan_age_enforcement.md;docs/runs/v1.19_submit_mode_preflight_run_dir_confirmation.md;docs/runs/v1.20_submit_mode_preflight_no_submit_regression.md;tests/test_stale_plan_enforcement.py;tests/test_submit_run_dir_confirmation.py,SAFETY_CONTROL_AND_REGRESSION_EVIDENCE,HIGH,Establishes that maximum-age and exact-run-directory preflights could block unsafe submit invocations.,"Does not establish immutable plan identity, all-symbol freshness, calendar validity, or persistent submit locking.",VALID_HISTORICAL_CONTROL_WITH_KNOWN_GAPS,Future immutable decision-package and submit authority design.,Bind submission to exact checksummed decision-package identity and oldest-symbol freshness.,Historical local run-directory confirmation and age limit.,CARRY_FORWARD,C1_REPORT/DECISION_PACKAGE_FRESHNESS_AND_SUBMIT_PREFLIGHT,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Useful fail-closed controls requiring stronger identity and time semantics.,PENDING
E9-04,Paper-trading and execution safety,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.10_controlled_alpaca_paper_order_redeployment_test.md;docs/runs/v1.14_controlled_single_order_submit_test.md;docs/runs/v1.21_controlled_submit_full_safety_stack.md,CONTROLLED_PAPER_SUBMIT_NARRATIVES,CRITICAL,"Records three intentionally submitted paper orders, requested details, returned order IDs, and later filled-like position evidence.","Does not establish explicit broker statuses, authoritative fills, partial-fill handling, reliability, economics, or current authority.",VALID_BOUNDED_HISTORICAL_SUBMIT_EVIDENCE_WITH_PROVENANCE_LIMITS,v1.60 and v1.65 terminal no-submit disposition.,"Retain exact submit intent, status polling, fills, and reconciliation as append-only evidence.",Three manually supervised historical paper submits.,SUMMARIZE_AND_REFERENCE,C1_REPORT/HISTORICAL_EXECUTION_SUMMARY_AND_C14_EVIDENCE_REQUIREMENTS,C14_CONTROLLED_PAPER_TRADING;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.90,Material submission evidence with precise status limitations.,PENDING
E9-05,Paper-trading and execution safety,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.11_post_order_monitoring_rebalance_verification.md;docs/runs/v1.15_post_single_order_monitoring_residual_position_verification.md;docs/runs/v1.22_post_full_safety_stack_submit_monitoring.md;docs/runs/v1.23_rebalance_decision_review_hold_vs_exit_policy.md,POST_SUBMIT_MONITORING_AND_RECONCILIATION_NARRATIVE,HIGH,"Records observed resulting positions, avoided unnecessary rebalances, residual quantities, and no-submit treatment of later exit signals.","Does not establish order-level fill reconciliation, exact flattening, or append-only broker evidence.",VALID_HISTORICAL_MONITORING_EVIDENCE_WITH_LIMITED_PROVENANCE,Future canonical reconciliation and broker-confirmed flattening design.,"Reconcile plans, orders, fills, positions, residuals, and flattening through immutable broker evidence.",Historical narrative post-submit checks.,SUMMARIZE_AND_REFERENCE,C1_REPORT/CANONICAL_RECONCILIATION_RESIDUAL_AND_FLATTENING_REQUIREMENTS,C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.90,Preserves monitoring lessons without overstating fill confirmation.,PENDING
E9-06,Paper-trading and execution safety,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.9_alpaca_ppo_no_submit_redeployment_dry_run.md;docs/runs/v1.12_short_monitored_alpaca_paper_trading_session.md;docs/runs/v1.60_legacy_ppo_baseline_reclassification_no_submit_observation_closeout.md,NO_SUBMIT_MONITORING_AND_NEGATIVE_RESULT_EVIDENCE,HIGH,"Records supervised no-submit cycles, skip discipline, recurrent signals, multi-order instability, and absence of stable promotion evidence.","Does not establish trading edge, unattended stability, or paper-submit readiness.",VALID_NEGATIVE_OPERATIONAL_AND_MODEL_EVIDENCE,Terminal v1.65 decision.,No-submit observation must not be converted into economic qualification.,Historical supervised short sessions.,SUMMARIZE_AND_REFERENCE,C1_REPORT/PUBLICATION_LIMITATIONS_AND_FUTURE_PAPER_QUALIFICATION,C13_PUBLICATION_RELEASE;C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.90,Material negative operational evidence and sample-size limitation.,PENDING
